text,intent
white powder on dhan,disease
MY SARSO PATTIYAN ARE TURNING YELLOW,disease
spots on kapas tana,disease
is pryce up for gehun aaj?,market
medicine for sarso bimari,disease
current tamatar paise paise,market
need help with tomato seeds,advice
pm kisan status,subsidy
scheme status,subsidy
how to save wheet from spots,disease
how to save makka from yellowing,disease
pestsugarcane help,disease
is mandi up for kapas todday,market
sarso ka markit kya hai aaj?,market
how is the baarish td?,weather
when to grow gehu?,advice
HOW MUCH BEEJ FOR GEHUN?,advice
bugsin ganna,disease
will it barish tomorrow?,weather
how to save pyaz from keeda,disease
yojana for tractor,subsidy
white powder on soyabean,disease
bestboi for makka,advice
how to apply for yojana,subsidy
what is the prise of sugarcane td,market
will it weather tomorow,weather
should i give water to aloo 2day,advice
paisepaise for ganna??,market
how to apply for schem,subsidy
gehuke liye kaun sa grow acha hai?,advice
spots on soybean tana,disease
howto apply for schem,subsidy
best grow for tomato,advice
WHERE TO SELL COTTON FOR GOOD PAISE,market
how is the temp now?,weather
scheme form kaha milega,subsidy
howto save wheat from dry,disease
best beej for chawal,advice
pm kisan form kaha milega,subsidy
best plant for pyaz,advice
when to water chawal?,advice
right time for pyaz beej,advice
schem form kaha milega,subsidy
WHAT WATER FOR MUSTARD,advice
mausam forecast for punjab,weather
how to save soybean from yellowing,disease
how is the baarish today,weather
kanak is dying what to do,disease
is wether coming?,weather
how is the wedder today?,weather
current makka prise prise,market
whatis the prise of wheet now?,market
any chance of weather next day?,weather
WILLIT DHOOP KAL?,weather
dhoopforecast for punjab,weather
white powder on kanak,disease
MAUSAM FORECAST FOR PUNJAB,weather
howto save gehu from dry,disease
what beej for wheat,advice
need help with kanak plant,advice
yojanaform kaha milega,subsidy
disease tomato help,disease
barish forecast for punjab,weather
govt for tractor,subsidy
how is the wedder 2day,weather
need help with dhan grow,advice
bank form kaha milega,subsidy
PM scheme details,subsidy
baav baav for aloo??,market
what is the rate of wheet 2day?,market
is temp coming,weather
any chance of mosam tmrw?,weather
intercroppingwith pyaz,advice
PM karz details,subsidy
dhoop tomorow,weather
will it baarish tomorrow?,weather
markit markit for onion??,market
need help with soyabean pani,advice
is there any bank for corn farmers?,subsidy
dry attack on corn,disease
how much grow for rice?,advice
what is the mandi of chawal aaj?,market
pestganna help,disease
PM scheme details,subsidy
dhan ka prise kya hai now,market
need help with soyabean pani,advice
tell me tamatar price,market
PM karz details,subsidy
how to apply for sabsidi,subsidy
sarkar status,subsidy
gehun rate,market
too much baarish for sugarcane,weather
dhoop tomorow,weather
willit wedder tmrw?,weather
what is the mkt of dhan aaj,market
RAIN FORECAST FOR PUNJAB,weather
what beej for pyaz?,advice
govt bank for makka,subsidy
should i give plant to dhan td,advice
sabsidi status,subsidy
bugs in cotton,disease
keeda attack on ganna,disease
is price up for wheet 2day?,market
will it heat tomorrow?,weather
right time for rise plant,advice
wheetke liye kaun sa fertilizer acha hai?,advice
chawal prise,market
needhelp with dhan dap,advice
kya kal mosam hogi?,weather
dhan market,market
how to apply for scheme,subsidy
PM sabsidi details,subsidy
my pyaz root are turning yellow,disease
howmuch grow for potato?,advice
is there any karz for soybean farmers?,subsidy
soybean me sukha lag gaya,disease
too much wedder for sugarcane,weather
disease makka help,disease
rain forecast for punjab,weather
SHOULD I GIVE UREA TO SOYABEAN NOW,advice
SPOTS ON SUGARCANE CROP,disease
what dap for cotton?,advice
baarish kal,weather
what is the bhav of makka now,market
tomato ke liye kaun sa beej acha hai?,advice
righttime for rice khad,advice
will it mausam next day?,weather
need help with wheet urea,advice
mustard is dying what to do,disease
SHOULD I GIVE KHAD TO RISE AAJ?,advice
is there any subsidy for wheat farmers?,subsidy
sukhadhan help,disease
heat tomorrow,weather
schemstatus,subsidy
kya tomorrow rain hogi?,weather
pyaz ka pryce kya hai now?,market
best dap for sugarcane,advice
howto save pyaz from spots,disease
need help with rice water,advice
white powder on chawal,disease
mausamalert needed,weather
yojana status,subsidy
wheet me disease lag gaya,disease
white powder on corn,disease
WHAT IS THE RATE OF PYAZ NOW,market
sarkar for tractor,subsidy
schemfor tractor,subsidy
how to save kapas from bugs,disease
willit heat next day?,weather
sugarcane me keeda lag gaya,disease
ganna price,market
kya kal rain hogi?,weather
what water for cotton?,advice
sarso ka market kya hai 2day?,market
PM pm kisan details,subsidy
where to sell soybean for good mkt,market
should i give pani to kapas 2day,advice
need karz for farming,subsidy
bugs in dhan,disease
how is the wedder now?,weather
white powder on soyabean,disease
intercropping with dhan,advice
need help with makka beej,advice
govt bank for sarso,subsidy
how to save rice from spots,disease
medicinefor potato bimari,disease
what fertilizer for mustard?,advice
where to sell gehun for good price,market
how to save kanak from keeda,disease
barish kal,weather
current cotton price price,market
howis the mausam today?,weather
SHOULD I GIVE BEEJ TO RISE AAJ?,advice
how is the temp td?,weather
PM bank details,subsidy
is wether coming?,weather
bugs in corn,disease
wheat paise,market
too much dhoop for kapas,weather
right time for pyaz beej,advice
YOJANA FORM KAHA MILEGA,subsidy
is heat coming?,weather
spots on cotton jad,disease
bugsin rice,disease
toomuch wether for onion,weather
will it mosam tomorrow,weather
mandi mandi for cotton,market
white powder on rise,disease
best plant for pyaz,advice
current soyabean paise paise,market
makka ke liye kaun sa ugana acha hai?,advice
where to sell tomato for good pryce,market
spots on kanak jad,disease
tell me sugarcane ret,market
WILLIT MOSAM TMRW,weather
white powder on aloo,disease
wheet ka market kya hai aaj?,market
how to apply for sarkar,subsidy
weather forecast for punjab,weather
should i give ugana to soyabean aaj?,advice
PM pm kisan details,subsidy
govtfor tractor,subsidy
cottonme yellowing lag gaya,disease
POTATO PRICE,market
sugarcaneka market kya hai aaj?,market
schem status,subsidy
sarsoke liye kaun sa khad acha hai?,advice
will it heat tmrw?,weather
kya tomorow weather hogi,weather
mykapas fasal are turning yellow,disease
schemstatus,subsidy
govt schem for soyabean,subsidy
DHAN KE LIYE KAUN SA BEEJ ACHA HAI?,advice
how is the rain now?,weather
when to boi soybean?,advice
is paise up for rise now?,market
righttime for soyabean beej,advice
right time for soybean dap,advice
howis the temp 2day?,weather
mymustard stem are turning yellow,disease
how is the temp aaj?,weather
how much pani for soybean,advice
current gehun price price,market
weathernext day,weather
how much pani for sarso,advice
rise ke liye kaun sa grow acha hai?,advice
kya kal mausam hogi,weather
kanakme pest lag gaya,disease
will it heat tomorow?,weather
best seeds for rice,advice
where to sell cotton for good price,market
is dhoop coming,weather
white powder on kanak,disease
any chance of mosam 2moro?,weather
when to pani soyabean?,advice
medicine for rice spots,disease
SOYABEAN ME KEEDA LAG GAYA,disease
MAKKA IS DYING WHAT TO DO,disease
INTERCROPPING WITH MAKKA,advice
too much wether for rise,weather
howto apply for subsidy,subsidy
is rain coming?,weather
tell me dhan market,market
dhoop forecast for punjab,weather
whatis the pryce of tamatar todday?,market
cotton ke liye kaun sa urea acha hai?,advice
how to apply for loan,subsidy
rice me keeda lag gaya,disease
how much plant for soyabean,advice
WHEN TO UGANA KANAK?,advice
spotsattack on cotton,disease
govt bank for mustard,subsidy
righttime for ganna khad,advice
dying corn help,disease
tomato ke liye kaun sa beej acha hai,advice
need help with gehun boi,advice
kisan credit card loan,subsidy
what is the baav of potato todday?,market
yojana status,subsidy
KARZ FORM KAHA MILEGA,subsidy
spots on rise leaves,disease
wedderalert needed,weather
rice ka paise kya hai now?,market
yellowing soyabean help,disease
is wether coming?,weather
how to apply for sarkar,subsidy
best seeds for sarso,advice
bugs in sarso,disease
temp tmrw,weather
bank form kaha milega,subsidy
sell aloo now bhav,market
tell me rice prise,market
sabsidi form kaha milega,subsidy
KISAN CREDIT CARD YOJANA,subsidy
best plant for soybean,advice
bank status,subsidy
BANKFORM KAHA MILEGA,subsidy
pmkisan form kaha milega,subsidy
any chance of barish 2moro?,weather
govt govt for corn,subsidy
dryattack on makka,disease
makka ka baav kya hai td?,market
govt status,subsidy
intercroppingwith wheet,advice
tellme aloo markit,market
scheme for tractor,subsidy
when to beej pyaz?,advice
WHERE TO SELL RICE FOR GOOD MKT,market
bank for tractor,subsidy
how to apply for subsidy,subsidy
mustard ka mkt kya hai today,market
isthere any karz for wheat farmers?,subsidy
kanakret,market
current wheet paise paise,market
subsidy for tractor,subsidy
any chance of barish tmrw?,weather
is weather coming,weather
how is the mausam aaj?,weather
need bank for farming,subsidy
shouldi give seeds to gehun todday?,advice
how much beej for onion?,advice
govt bank for gehu,subsidy
PM karz details,subsidy
whereto sell sarso for good mandi,market
is mkt up for aloo now?,market
how is the mausam today,weather
kisan credit card govt,subsidy
need help with gehun plant,advice
bugsin aloo,disease
any chance of wedder tomorrow,weather
should i give fertilizer to rice aaj?,advice
how is the wedder todday,weather
mausam kal,weather
current sugarcane prise prise,market
kya tomorrow wether hogi?,weather
intercroppingwith tomato,advice
sell wheet today mkt,market
tell me tamatar pryce,market
MEDICINE FOR CORN DISEASE,disease
WHAT GROW FOR SARSO?,advice
CURRENT MAKKA RET RET,market
white powder on sugarcane,disease
whitepowder on soybean,disease
need pm kisan for farming,subsidy
CURRENTCOTTON RATE RATE,market
loan for tractor,subsidy
best urea for corn,advice
spots on tamatar fasal,disease
pm kisan for tractor,subsidy
DRY ATTACK ON PYAZ,disease
scheme for tractor,subsidy
is mandi up for dhan 2day?,market
sarkarfor tractor,subsidy
tomatois dying what to do,disease
needscheme for farming,subsidy
will it mosam next day?,weather
should i give khad to corn 2day?,advice
sell kapas todday markit,market
how to save aloo from dying,disease
bimari attack on potato,disease
potato ka prise kya hai now?,market
right time for soybean grow,advice
bank form kaha milega,subsidy
intercropping with kanak,advice
is dhoop coming,weather
need bank for farming,subsidy
soyabean ka markit kya hai td?,market
dying attack on mustard,disease
is weather coming?,weather
my ganna leaves are turning yellow,disease
gehu ke liye kaun sa seeds acha hai,advice
should i give dap to mustard aaj,advice
govt status,subsidy
mausamforecast for punjab,weather
tell me kanak bhav,market
GOVT SUBSIDY FOR CHAWAL,subsidy
medicinefor wheat sick,disease
right time for tomato pani,advice
is wether coming?,weather
how much dap for aloo,advice
is there any sabsidi for mustard farmers?,subsidy
best grow for rise,advice
what beej for aloo?,advice
need pm kisan for farming,subsidy
is markit up for chawal td?,market
ganname sukha lag gaya,disease
how to save soybean from keeda,disease
pest attack on gehu,disease
gehu ke liye kaun sa beej acha hai?,advice
is bhav up for tomato now?,market
what ugana for corn?,advice
mustard mkt,market
subsidyfor tractor,subsidy
disease makka help,disease
kanak ka pryce kya hai td,market
soyabean price,market
sell onion today price,market
sarkar form kaha milega,subsidy
bimari wheet help,disease
sukha rice help,disease
baav baav for kapas,market
govt form kaha milega,subsidy
potato ka bhav kya hai aaj?,market
sell tomato 2day prise,market
white powder on wheet,disease
medicinefor dhan dry,disease
NEED GOVT FOR FARMING,subsidy
where to sell soybean for good price,market
medicine for pyaz disease,disease
is there any schem for cotton farmers?,subsidy
cotton me sukha lag gaya,disease
rise me disease lag gaya,disease
soybean ka rate kya hai todday?,market
need schem for farming,subsidy
diseasewheat help,disease
bugsin soybean,disease
tell me potato ret,market
subsidy for tractor,subsidy
iswether coming?,weather
spots on tomato pattiyan,disease
when to water cotton?,advice
is there any loan for makka farmers,subsidy
bugs in tomato,disease
is price up for ganna td?,market
sellpotato now market,market
how is the mausam now?,weather
mausamforecast for punjab,weather
howto apply for scheme,subsidy
how to save chawal from pest,disease
scheme for tractor,subsidy
whento water rice,advice
govtpm kisan for rice,subsidy
mkt mkt for mustard??,market
need help with cotton ugana,advice
too much barish for potato,weather
whatfertilizer for aloo,advice
need schem for farming,subsidy
wedder alert needed,weather
how to apply for pm kisan,subsidy
tell me gehun rate,market
any chance of wedder next day?,weather
current cotton pryce pryce,market
mosam forecast for punjab,weather
is dhoop coming?,weather
PM scheme details,subsidy
need help with makka fertilizer,advice
tomato markit,market
